,index,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,YEARS_BEGINEXPLUATATION_MODE,FLOORSMAX_MODE,LIVINGAREA_MODE,YEARS_BEGINEXPLUATATION_MEDI,FLOORSMAX_MEDI,LIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_DAY_OVERDUE_MAX,BURO_CREDIT_DAY_OVERDUE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_SUM,BURO_CNT_CREDIT_PROLONG_SUM,BURO_MONTHS_BALANCE_SIZE_SUM,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_APPLICATION_MIN,PREV_AMT_APPLICATION_MAX,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MIN,PREV_AMT_CREDIT_MAX,PREV_AMT_CREDIT_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_APP_CREDIT_PERC_VAR,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_DOWN_PAYMENT_MEAN,PREV_AMT_GOODS_PRICE_MIN,PREV_AMT_GOODS_PRICE_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_HOUR_APPR_PROCESS_START_MEAN,PREV_RATE_DOWN_PAYMENT_MIN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_SK_DPD_MAX,POS_SK_DPD_MEAN,POS_SK_DPD_DEF_MAX,POS_SK_DPD_DEF_MEAN,POS_COUNT,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_MEAN,INSTAL_DPD_SUM,INSTAL_DBD_MAX,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_PAYMENT_DIFF_VAR,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_COUNT
124,124.0,0.0,1.0,1.0,0.0,1.0,202500.0,260725.5,16789.5,198000.0,0.01885,-16282.0,-4375.0,-762.0,-1494.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7464864055627681,0.7394117535524816,0.9801,0.1667,0.0903,0.9801,0.1667,0.0941,0.9801,0.1667,0.0919,0.071,6.0,0.0,6.0,0.0,-1782.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2687016337059329,0.7766789209340859,101250.0,0.0829111111111111,0.0643953123112238,-2857.0,-651.0,-1489.7142857142858,957821.9047619049,-2552.0,3848.0,-266.1428571428572,-799.2857142857143,0.0,0.0,0.0,3150000.0,547169.1428571428,3830184.0,2915271.0,485878.5,2915271.0,0.0,0.0,0.0,0.0,324.0,6313.095,29412.81,14045.715000000002,28935.0,720000.0,232737.9,30366.0,818842.5,263916.0,0.8184927671086527,1.0647948164146868,0.9613986010173866,0.0092791589039636,0.0,9270.0,4848.975,28935.0,720000.0,232737.9,9.0,12.0,10.5,0.0,0.1014117422831785,0.0672684094388926,-2486.0,-829.0,-1704.8333333333333,22.0,132.0,-1.0,-36.596774193548384,62.0,0.0,0.0,0.0,0.0,62.0,3.0,0.0,0.0,0.0,37.0,3.8333333333333335,621.0,1.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,514379.07,10709.705,1734972.21,129.78,514379.07,10709.705,1734972.21,-19.0,-1401.0555555555557,-226971.0,162.0
134,134.0,0.0,1.0,1.0,1.0,2.0,157500.0,945000.0,39127.5,945000.0,0.018209,-14235.0,-5411.0,-2248.0,-5376.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978227034457954,0.746300213050371,0.9682,0.125,0.0264,0.9682,0.125,0.0275,0.9682,0.125,0.0269,0.0278,0.0,0.0,0.0,0.0,-2703.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3801194239550404,0.1666666666666666,39375.0,0.2484285714285714,0.0414047619047619,-2757.0,-330.0,-1373.428571428571,608301.9523809523,-2037.0,111.0,-913.2857142857144,-962.1428571428572,0.0,0.0,892.305,119340.0,47106.642857142855,329746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,3243.96,4921.2,4082.58,22455.0,45000.0,37429.725,16483.5,45000.0,35439.225,1.0,1.3622713622713625,1.1207571207571208,0.0437468466406495,0.0,6750.0,2250.0,22455.0,45000.0,37429.725,11.0,12.0,11.333333333333334,0.0,0.3164122339020654,0.1054707446340218,-2703.0,-1176.0,-2097.333333333333,9.0,18.0,-74.0,-83.6923076923077,26.0,6.0,1.0384615384615383,0.0,0.0,26.0,1.0,24.0,4.612903225806452,143.0,30.0,5.935483870967742,184.0,1.0,0.7741935483870968,24.0,0.1767774904035851,4880.07,1111.2387096774194,34448.4,4281234.286871612,4921.2,4166.512258064516,129161.88,41.13,4921.2,3055.2735483870965,94713.48,-2242.0,-2530.322580645161,-78440.0,31.0
145,145.0,0.0,1.0,0.0,0.0,0.0,180000.0,427500.0,46170.0,427500.0,0.026392,-15127.0,-1039.0,-4221.0,-652.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5513078693516321,0.1614630800057724,0.9732,0.0417,0.0084,0.9732,0.0417,0.0088,0.9732,0.0417,0.0086,0.0066,0.0,0.0,0.0,0.0,-1914.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0686851325444569,0.4210526315789473,90000.0,0.2565,0.108,-1008.0,-234.0,-565.8333333333334,108060.56666666668,-738.0,131.0,-229.25,-191.16666666666663,0.0,0.0,1771.00875,333000.0,231731.88,1390391.28,328554.0,88384.5,530307.0,0.0,864.5174999999999,5187.105,0.0,88.0,7142.22,22500.0,11627.51625,0.0,450000.0,119524.446,0.0,450000.0,125700.3,0.829324929507381,1.5376403180542564,1.019340725180112,0.0518267420750074,4221.0,22504.05,10067.49,42210.0,450000.0,149405.5575,10.0,19.0,14.0,0.1000654412653931,0.4018648943969721,0.1765646533748073,-2222.0,-341.0,-1077.8,12.0,96.0,-2.0,-37.60526315789474,38.0,0.0,0.0,0.0,0.0,38.0,2.0,137.0,4.342857142857143,152.0,34.0,11.914285714285716,417.0,1.0,0.8857142857142857,31.0,0.1022902133062048,12061.665,991.5557142857142,34704.45,8117845.842845798,105770.43,16175.633142857145,566147.16,2.16,105770.43,15184.077428571429,531442.71,-9.0,-1066.2571428571428,-37319.0,35.0
154,154.0,1.0,1.0,0.0,0.0,0.0,157500.0,245619.0,12667.5,166500.0,0.022625,-17538.0,-7676.0,-774.0,-1082.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182171374180396,0.4436153084085652,0.9757,0.1667,0.0519,0.9757,0.1667,0.0541,0.9757,0.1667,0.0529,0.0552,0.0,0.0,0.0,0.0,-216.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4376781845136275,0.6412370378513063,157500.0,0.0804285714285714,0.0515737789014693,-1916.0,-137.0,-1041.3,389654.4555555557,-1547.0,9953.0,651.6,-676.0,0.0,0.0,5807.23875,1125000.0,220338.9,2203389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1726.74,20992.59,9826.866,0.0,675000.0,91020.0,0.0,790830.0,138978.5,0.0,1.0,0.5547392021643487,0.2591351381585253,918.0,918.0,918.0,0.0,675000.0,163836.0,10.0,18.0,14.11111111111111,0.0917697420299651,0.0917697420299651,0.0917697420299651,-1769.0,-138.0,-798.5555555555555,18.4,92.0,-1.0,-28.565217391304348,46.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,15.0,5.418604651162791,233.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,20992.59,11595.114418604651,498589.92,1721.835,20992.59,11595.114418604651,498589.92,-35.0,-858.4186046511628,-36912.0,43.0
155,155.0,0.0,1.0,0.0,0.0,1.0,112500.0,135000.0,6750.0,135000.0,0.020246,-13558.0,-4758.0,-6426.0,-4360.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518692268821991,0.4206109640437848,0.9747,0.1667,0.0332,0.9747,0.1667,0.0346,0.9747,0.1667,0.0338,0.0496,0.0,0.0,0.0,0.0,-1933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3509367163298421,0.8333333333333334,56250.0,0.06,0.05,-1235.0,-119.0,-761.4285714285714,181615.9523809524,-805.0,31157.0,9408.5,-152.0,0.0,0.0,0.0,225000.0,103194.0,722358.0,225247.5,81609.42857142857,571266.0,0.0,26.11125,104.445,0.0,0.0,1687.365,11090.655,6389.01,0.0,234000.0,62238.375,0.0,331623.0,86198.625,0.7056205389855348,1.135292107960369,0.920456323472952,0.0923088285926478,2970.0,2970.0,2970.0,14953.5,234000.0,124476.75,8.0,12.0,10.5,0.2003902982994145,0.2003902982994145,0.2003902982994145,-1933.0,-204.0,-636.25,30.0,60.0,-2.0,-41.10526315789474,19.0,4.0,0.2105263157894736,0.0,0.0,19.0,1.0,25.0,1.8333333333333333,44.0,35.0,7.25,174.0,1.0,0.75,18.0,0.1566276859162182,1686.825,421.84125,10124.19,445950.44808750006,11090.655,4037.870625,96908.895,0.54,11090.655,3616.029375,86784.705,-24.0,-1342.9166666666667,-32230.0,24.0
162,162.0,0.0,1.0,0.0,0.0,0.0,112500.0,544491.0,17563.5,454500.0,0.030755,-21819.0,-8355.0,-8440.0,-4474.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887921778530354,0.5226973172821112,0.9762,0.1667,0.0372,0.9762,0.1667,0.0387,0.9762,0.1667,0.0378,0.0377,0.0,0.0,0.0,0.0,-2576.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3829231403822357,0.206614985371659,112500.0,0.15612,0.0322567315162234,-855.0,-87.0,-568.3333333333334,175877.3333333333,-641.0,896.0,-101.66666666666669,-413.3333333333333,0.0,0.0,0.0,321750.0,189720.0,569160.0,193.5,64.5,193.5,0.0,0.0,0.0,0.0,0.0,4752.54,20247.66,10630.53,25150.5,360000.0,118427.625,16681.5,401580.0,123310.125,0.8964589870013447,1.5076881575397896,1.1926403949827806,0.0653596801098722,4500.0,9081.0,7527.0,25150.5,360000.0,118427.625,12.0,16.0,14.0,0.1135652668499383,0.3816684454497666,0.2376839647059622,-2817.0,-413.0,-1725.0,11.0,44.0,-2.0,-46.47058823529412,34.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,90.0,34.08,852.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,22774.32,14693.0526,367326.315,4751.325,22774.32,14693.0526,367326.315,-90.0,-1124.28,-28107.0,25.0
169,169.0,0.0,0.0,1.0,0.0,1.0,135000.0,531000.0,32616.0,531000.0,0.028663,-13116.0,-1786.0,-7237.0,-3168.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489161279000881,0.6397075677637197,0.9781,0.1667,0.0677,0.9782,0.1667,0.0706,0.9781,0.1667,0.0689,0.0579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1361695638914303,0.2542372881355932,45000.0,0.2416,0.0614237288135593,-2832.0,-324.0,-1583.0,809899.0,-2497.0,-82.0,-1254.7777777777778,-1311.111111111111,0.0,0.0,1290.0,167715.0,66662.97,599966.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.305,9039.51,4572.765,17055.0,63171.0,42503.142857142855,17055.0,63445.5,42490.92857142857,0.8795130142737195,1.1123595505617978,1.0016652362265854,0.0066436286470711,0.0,5985.0,2274.428571428572,17055.0,63171.0,42503.142857142855,10.0,16.0,13.0,0.0,0.1100091827364554,0.0578691515581694,-2403.0,-325.0,-1657.142857142857,9.0,54.0,-22.0,-41.42857142857143,21.0,0.0,0.0,0.0,0.0,21.0,3.0,18.0,0.1538461538461538,18.0,43.0,9.239316239316238,1081.0,1.0,0.9914529914529916,116.0,0.0085470085470085,3780.0,32.30769230769231,3780.0,122123.07692307694,20774.115,4769.926153846153,558081.36,0.0,20774.115,4737.618461538462,554301.36,-709.0,-1574.2564102564102,-184188.0,117.0
176,176.0,0.0,1.0,0.0,0.0,0.0,63000.0,808650.0,26217.0,675000.0,0.018209,-18302.0,-1373.0,-10539.0,-1210.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462155273798622,0.5495965024956946,0.9856,0.1667,0.1203,0.9856,0.1667,0.1253,0.9856,0.1667,0.1224,0.1475,0.0,0.0,0.0,0.0,-1111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0750191235930499,0.0779076238174735,31500.0,0.4161428571428571,0.0324207011686143,-1408.0,-281.0,-678.6666666666666,400034.3333333333,-1033.0,-190.0,-611.5,-451.3333333333333,0.0,0.0,3892.5,254785.5,138694.5,416083.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4419.855,15221.25,11409.72,22950.0,225000.0,142650.0,21676.5,225000.0,154105.5,0.8347245409015025,1.0587502594976126,0.9644916001330384,0.0134925154939599,2295.0,2295.0,2295.0,22950.0,225000.0,142650.0,9.0,12.0,11.0,0.1042681365940235,0.1042681365940235,0.1042681365940235,-2018.0,-1105.0,-1411.3333333333333,26.0,78.0,-49.0,-58.0,19.0,338.0,108.52631578947368,4.0,0.4736842105263157,19.0,1.0,356.0,57.0,399.0,23.0,9.0,63.0,1.0,0.8571428571428571,6.0,0.1424137417016426,4419.855,632.25,4425.75,2789495.4224249995,4425.75,4421.539285714285,30950.775,5.895,4419.855,3789.2892857142856,26525.025,-1478.0,-1850.2857142857144,-12952.0,7.0
179,179.0,0.0,0.0,0.0,1.0,1.0,180000.0,888840.0,29016.0,675000.0,0.007114,-12648.0,-2802.0,-2109.0,-4594.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6344549499357989,0.7062051096536562,0.9886,0.1667,0.0451,0.9886,0.1667,0.047,0.9886,0.1667,0.0459,0.0409,0.0,0.0,0.0,0.0,-1127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.2215370018975332,0.2025111381125962,60000.0,0.1612,0.0326447954637505,-2344.0,-1576.0,-1916.7142857142856,59383.90476190477,-2009.0,-1272.0,-1722.2857142857142,-1284.428571428571,0.0,0.0,1350.0,99900.0,49725.0,348075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6975.045,19066.5,14305.245,0.0,450000.0,146246.625,0.0,450000.0,146246.625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,39474.0,450000.0,194995.5,11.0,15.0,14.0,0.0,0.0,0.0,-1127.0,-224.0,-471.75,16.0,48.0,-4.0,-19.866666666666667,15.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,14.0,8.0,96.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,16874.19,11923.52625,143082.315,6965.01,16874.19,11923.52625,143082.315,-135.0,-621.5,-7458.0,12.0
182,182.0,0.0,0.0,0.0,1.0,3.0,225000.0,746280.0,49873.5,675000.0,0.006233,-14033.0,-328.0,-544.0,-554.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5750860506591902,0.3077366963789207,0.9846,0.3333,0.0757,0.9846,0.3333,0.0789,0.9846,0.3333,0.0771,0.064,0.0,0.0,0.0,0.0,-534.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0233734768046746,0.3014954172696575,45000.0,0.22166,0.0668294741919922,-195.0,-124.0,-159.5,2520.5,-72.0,1702.0,815.0,-40.5,0.0,0.0,0.0,450000.0,271328.4,542656.8,445420.62,222710.31,445420.62,0.0,0.0,0.0,0.0,12.0,2250.0,13506.705,6002.235000000001,45000.0,262296.0,117432.0,45000.0,296919.0,128973.0,0.8833924403625231,1.0,0.9611308134541744,0.0045324409882025,0.0,0.0,0.0,45000.0,262296.0,117432.0,13.0,14.0,13.666666666666666,0.0,0.0,0.0,-534.0,-534.0,-534.0,8.0,24.0,-2.0,-9.5,16.0,0.0,0.0,0.0,0.0,16.0,3.0,14.0,2.0,88.0,37.0,4.840909090909091,213.0,1.0,0.9090909090909092,40.0,0.06476654434207,13441.23,907.0915909090908,39912.03,8007939.560416018,130153.68,12599.507045454544,554378.3099999999,65.475,130153.68,11692.415454545451,514466.28,-79.0,-271.47727272727275,-11945.0,44.0
190,190.0,0.0,1.0,0.0,0.0,0.0,225000.0,1040985.0,30568.5,909000.0,0.0038179999999999,-14823.0,-185.0,-1147.0,-4138.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263387445759298,0.6075573001388961,0.9816,0.1667,0.0854,0.9816,0.1667,0.0889,0.9816,0.1667,0.0869,0.0681,2.0,0.0,2.0,0.0,-1898.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0124806044660325,0.2161414429602732,225000.0,0.13586,0.0293649764405827,-2413.0,-350.0,-1645.142857142857,434977.8095238095,-2108.0,-47.0,-1147.2857142857142,-996.2857142857144,0.0,0.0,0.0,472500.0,158633.35714285713,1110433.5,409041.0,58434.42857142857,409041.0,0.0,0.0,0.0,0.0,0.0,9000.0,20966.4,16056.708750000002,0.0,176229.0,85770.0,0.0,180000.0,115207.5,0.0,1.080748426978695,0.7972788838931563,0.2013730983136344,0.0,26415.0,6603.75,89253.0,176229.0,128655.0,3.0,11.0,8.333333333333334,0.0,0.151830229334623,0.0379575573336557,-2413.0,-59.0,-1335.5,6.0,24.0,-32.0,-56.26923076923077,26.0,13.0,0.5,13.0,0.5,26.0,3.0,13.0,0.1470588235294117,15.0,99.0,10.68627450980392,1090.0,1.0,0.9901960784313726,101.0,0.0081318498808689,15816.239999999998,170.98102941176467,17440.064999999995,2473349.852490266,85693.5,9952.777058823527,1015183.26,0.54,85693.5,9781.796029411766,997743.195,-32.0,-1245.4901960784314,-127040.0,102.0
192,192.0,0.0,1.0,1.0,0.0,2.0,225000.0,1256400.0,36864.0,900000.0,0.0196889999999999,-14091.0,-5664.0,-8127.0,-2462.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986321123746743,0.3441550073724169,0.9826,0.3333,0.0762,0.9826,0.3333,0.0794,0.9826,0.3333,0.0776,0.0726,4.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019586970406643,0.1790830945558739,56250.0,0.16384,0.0293409742120343,-2644.0,-98.0,-1133.6842105263158,758752.4502923975,-2338.0,31136.0,1678.3333333333333,-547.0,0.0,0.0,897.7199999999999,1023273.0,282781.7242105263,5372852.76,774643.5,92662.26923076923,1204609.5,0.0,600.1245,6001.245,0.0,0.0,8035.11,10774.98,9844.17,61150.5,107235.0,76663.5,60772.5,96511.5,75502.5,0.8833777546642397,1.1111111111111112,1.0027291653041124,0.0130558672786791,0.0,10723.5,4807.5,61150.5,107235.0,76663.5,12.0,14.0,13.333333333333334,0.0,0.1089090909090909,0.0571315993747765,-2644.0,-51.0,-1580.3333333333333,8.666666666666666,26.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,31.0,0.53125,34.0,30.0,6.234375,399.0,1.0,0.9508196721311476,58.0,0.0383926130256125,65.025,3.364672131147541,205.245,178.35365655737715,23625.0,2121.999609375,135807.975,2.475,23625.0,2219.6759016393444,135400.23,-31.0,-2046.688524590164,-124848.0,64.0
196,196.0,0.0,1.0,0.0,1.0,1.0,121500.0,1102500.0,32364.0,1102500.0,0.0096569999999999,-13957.0,-410.0,-5038.0,-4630.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4088706121454352,0.4258928980051529,0.9806,0.1667,0.0542,0.9806,0.1667,0.0565,0.9806,0.1667,0.0552,0.0477,0.0,0.0,0.0,0.0,-317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0293759403883356,0.110204081632653,40500.0,0.2663703703703703,0.0293551020408163,-2297.0,-84.0,-1114.3,639297.1222222223,-1992.0,31153.0,2944.1111111111118,-533.0,0.0,0.0,0.0,279720.0,114116.85,1141168.5,237010.5,74503.71500000001,670533.435,0.0,0.0,0.0,0.0,0.0,8981.82,11087.955,10034.8875,0.0,90000.0,33750.0,0.0,108207.0,38673.0,0.831739166597355,0.968054211035818,0.8998966888165865,0.00929089567013,0.0,0.0,0.0,45000.0,90000.0,67500.0,9.0,11.0,10.5,0.0,0.0,0.0,-2424.0,-316.0,-843.5,9.0,18.0,-1.0,-37.05555555555556,18.0,6.0,0.6666666666666666,6.0,0.3333333333333333,18.0,2.0,25.0,0.4201680672268907,50.0,30.0,2.4873949579831933,296.0,1.0,0.9747899159663864,116.0,0.0215164065697588,8958.33,226.5852100840336,26963.64,1737456.7313895742,166365.0,4613.707058823529,549031.14,23.49,166365.0,4387.121848739495,522067.5,-14.0,-1455.529411764706,-173208.0,119.0
